Nom de la commune;Code Postal;Département
LA BIOLLE;73410;SAVOIE
LA BLOUTIERE;50800;MANCHE
LA BOHALLE;49800;MAINE ET LOIRE
LA BOISSE;01120;AIN
LA BOISSIERE;53800;MAYENNE
LA BOISSIERE;34150;HERAULT
LA BOISSIERE;14340;CALVADOS
LA BOISSIERE;27220;EURE
LA BOISSIERE;39240;JURA
LA BOISSIERE D ANS;24640;DORDOGNE
LA BOISSIERE DE MONTAIGU;85600;VENDEE
LA BOISSIERE DES LANDES;85430;VENDEE
LA BOISSIERE DU DORE;44430;LOIRE ATLANTIQUE
LA BOISSIERE ECOLE;78125;YVELINES
LA BOISSIERE EN GATINE;79310;DEUX SEVRES
LA BOISSIERE SUR EVRE;49110;MAINE ET LOIRE
LA BOLLENE VESUBIE;06450;ALPES MARITIMES
LA BONNEVILLE;50360;MANCHE
LA BONNEVILLE SUR ITON;27190;EURE
LA BOSSE;41290;LOIR ET CHER
LA BOSSE;25210;DOUBS
LA BOSSE;72400;SARTHE
LA BOSSE DE BRETAGNE;35320;ILLE ET VILAINE
LA BOUEXIERE;35340;ILLE ET VILAINE
LA BOUILLADISSE;13720;BOUCHES DU RHONE
LA BOUILLE;76530;SEINE MARITIME
LA BOUILLIE;22240;COTES D'ARMOR
LA BOULAYE;71320;SAONE ET LOIRE
LA BOULOUZE;50220;MANCHE
LA BOURBOULE;63150;PUY DE DOME
LA BOURDINIERE ST LOUP;28360;EURE ET LOIR
LA BOURGONCE;88470;VOSGES
LA BOUSSAC;35120;ILLE ET VILAINE
LA BOUTEILLE;02140;AISNE
LA BREDE;33650;GIRONDE
LA BREE LES BAINS;17840;CHARENTE MARITIME
LA BREILLE LES PINS;49390;MAINE ET LOIRE
LA BREME;57350;MOSELLE
LA BREOLE;04340;ALPES DE HAUTE PROVENCE
LA BRESSE;88250;VOSGES
LA BRETAGNE;97490;REUNION
LA BRETECHE;78860;YVELINES
LA BRETENIERE;25640;DOUBS
LA BRETENIERE;39700;JURA
LA BRETONNIERE;85320;VENDEE
LA BREVENNE;69690;RHONE
LA BREVIERE;14140;CALVADOS
LA BRIDOIRE;73520;SAVOIE
LA BRIGUE;06430;ALPES MARITIMES
LA BRILLANNE;04700;ALPES DE HAUTE PROVENCE
LA BRIONNE;23000;CREUSE
LA BROQUE;67130;BAS RHIN
LA BROQUE;67570;BAS RHIN
LA BROSSE MONTCEAUX;77940;SEINE ET MARNE
LA BROUSSE;17160;CHARENTE MARITIME
LA BRUERE SUR LOIR;72500;SARTHE
LA BRUFFIERE;85530;VENDEE
LA BRUGUIERE;30580;GARD
LA BRULATTE;53410;MAYENNE
LA BRUYERE;70280;HAUTE SAONE
LA BUISSE;38500;ISERE
LA BUISSIERE;38530;ISERE
LA BURBANCHE;01510;AIN
LA BUSSIERE;45230;LOIRET
LA BUSSIERE;86310;VIENNE
LA BUSSIERE SUR OUCHE;21360;COTE D'OR
LA BUTTE ROUGE;92290;HAUTS DE SEINE
LA BUXERETTE;36140;INDRE
LA CABANASSE;66210;PYRENEES ORIENTALES
LA CADIERE D AZUR;83740;VAR
LA CADIERE ET CAMBO;30170;GARD
LA CAILLERE ST HILAIRE;85410;VENDEE
LA CAINE;14210;CALVADOS
LA CALMETTE;30190;GARD
LA CALONNIERE;69690;RHONE
LA CALOTTERIE;62170;PAS DE CALAIS
LA CAMBE;14230;CALVADOS
LA CANOURGUE;48500;LOZERE
LA CAPELLE;02260;AISNE
LA CAPELLE;48500;LOZERE
LA CAPELLE BALAGUIER;12260;AVEYRON
LA CAPELLE BLEYS;12240;AVEYRON
LA CAPELLE BONANCE;12130;AVEYRON
LA CAPELLE ET MASMOLENE;30700;GARD
LA CAPELLE LES BOULOGNE;62360;PAS DE CALAIS
LA CAPTE;83400;VAR
LA CARNEILLE;61100;ORNE
LA CARQUOIS;22240;COTES D'ARMOR
LA CASSAGNE;24120;DORDOGNE
LA CASSAIGNE;11270;AUDE
LA CASSINE;08160;ARDENNES
LA CAUCHIE;62158;PAS DE CALAIS
LA CAUNETTE;34210;HERAULT
LA CAURE;51270;MARNE
LA CAVALERIE;12230;AVEYRON
LA CELETTE;18360;CHER
LA CELLE;03600;ALLIER
LA CELLE;18200;CHER
LA CELLE;63620;PUY DE DOME
LA CELLE;83170;VAR
LA CELLE CONDE;18160;CHER
LA CELLE DUNOISE;23800;CREUSE
LA CELLE EN MORVAN;71400;SAONE ET LOIRE
LA CELLE GUENAND;37350;INDRE ET LOIRE
LA CELLE LES BORDES;78720;YVELINES
LA CELLE SOUS CHANTEMERLE;51260;MARNE
LA CELLE SOUS GOUZON;23230;CREUSE
LA CELLE ST AVANT;37160;INDRE ET LOIRE
LA CELLE ST CLOUD;78170;YVELINES
LA CELLE ST CYR;89116;YONNE
LA CELLE SUR LOIRE;58440;NIEVRE
LA CELLE SUR MORIN;77515;SEINE ET MARNE
LA CELLE SUR NIEVRE;58700;NIEVRE
LA CELLE SUR SEINE;77670;SEINE ET MARNE
LA CELLETTE;23350;CREUSE
LA CELLETTE;63330;PUY DE DOME
LA CERLANGUE;76430;SEINE MARITIME
LA CERLEAU;08290;ARDENNES
LA CHABANNE;03250;ALLIER
LA CHABOSSIERE;44220;LOIRE ATLANTIQUE
LA CHAISE;10500;AUBE
LA CHAISE BEAUDOIN;50370;MANCHE
LA CHAISE DIEU;43160;HAUTE LOIRE
LA CHAIZE GIRAUD;85220;VENDEE
LA CHAIZE LE VICOMTE;85310;VENDEE
LA CHALDETTE;48310;LOZERE
LA CHALOUPE;97416;REUNION
LA CHAMBA;42440;LOIRE
LA CHAMBONIE;42440;LOIRE
LA CHAMBRE;73130;SAVOIE
LA CHAMPENOISE;36100;INDRE
LA CHAPELAUDE;03380;ALLIER
LA CHAPELLE;03300;ALLIER
LA CHAPELLE;73660;SAVOIE
LA CHAPELLE;16140;CHARENTE
LA CHAPELLE;08200;ARDENNES
LA CHAPELLE ACHARD;85150;VENDEE
LA CHAPELLE AGNON;63590;PUY DE DOME
LA CHAPELLE ANTHENAISE;53950;MAYENNE
LA CHAPELLE AU MANS;71130;SAONE ET LOIRE
LA CHAPELLE AU MOINE;61100;ORNE
LA CHAPELLE AU RIBOUL;53440;MAYENNE
LA CHAPELLE AUBAREIL;24290;DORDOGNE
LA CHAPELLE AUX BOIS;88240;VOSGES
LA CHAPELLE AUX BROCS;19360;CORREZE
LA CHAPELLE AUX CHASSES;03230;ALLIER
LA CHAPELLE AUX CHOUX;72800;SARTHE
LA CHAPELLE AUX FILTZMEEN;35190;ILLE ET VILAINE
LA CHAPELLE AUX LYS;85120;VENDEE
LA CHAPELLE AUX NAUX;37130;INDRE ET LOIRE
LA CHAPELLE AUX ST;19120;CORREZE
LA CHAPELLE BALOUE;23160;CREUSE
LA CHAPELLE BASSE MER;44450;LOIRE ATLANTIQUE
LA CHAPELLE BATON;17400;CHARENTE MARITIME
LA CHAPELLE BATON;86250;VIENNE
LA CHAPELLE BATON;79220;DEUX SEVRES
LA CHAPELLE BAYVEL;27260;EURE
LA CHAPELLE BERTIN;43270;HAUTE LOIRE
LA CHAPELLE BERTRAND;79200;DEUX SEVRES
LA CHAPELLE BICHE;61100;ORNE
LA CHAPELLE BLANCHE;73110;SAVOIE
LA CHAPELLE BLANCHE;22350;COTES D'ARMOR
LA CHAPELLE BLANCHE ST MA;37240;INDRE ET LOIRE
LA CHAPELLE BOUEXIC;35330;ILLE ET VILAINE
LA CHAPELLE CARO;56460;MORBIHAN
LA CHAPELLE CECELIN;50800;MANCHE
LA CHAPELLE CHAUSSEE;35630;ILLE ET VILAINE
LA CHAPELLE CRAONNAISE;53230;MAYENNE
LA CHAPELLE D ABONDANCE;74360;HAUTE SAVOIE
LA CHAPELLE D ALAGNON;15300;CANTAL
LA CHAPELLE D ALIGNE;72300;SARTHE
LA CHAPELLE D ANDAINE;61140;ORNE
LA CHAPELLE D ANGILLON;18380;CHER
LA CHAPELLE D ARMENTIERES;59930;NORD
LA CHAPELLE D AUREC;43120;HAUTE LOIRE
LA CHAPELLE DE BRAGNY;71240;SAONE ET LOIRE
LA CHAPELLE DE BRAIN;35660;ILLE ET VILAINE
LA CHAPELLE DE GUINCHAY;71570;SAONE ET LOIRE
LA CHAPELLE DE LA TOUR;38110;ISERE
LA CHAPELLE DE MARDORE;69240;RHONE
LA CHAPELLE DE SURIEU;38150;ISERE
LA CHAPELLE DES MARAIS;44410;LOIRE ATLANTIQUE
LA CHAPELLE DES POTS;17100;CHARENTE MARITIME
LA CHAPELLE DEVANT BRUYER;88600;VOSGES
LA CHAPELLE DU BARD;38580;ISERE
LA CHAPELLE DU BOIS;72400;SARTHE
LA CHAPELLE DU BOIS DES F;27930;EURE
LA CHAPELLE DU BOURGAY;76590;SEINE MARITIME
LA CHAPELLE DU CHATELARD;01240;AIN
LA CHAPELLE DU FEST;50160;MANCHE
LA CHAPELLE DU GENET;49600;MAINE ET LOIRE
LA CHAPELLE DU LOU;35360;ILLE ET VILAINE
LA CHAPELLE DU MONT DE FR;71520;SAONE ET LOIRE
LA CHAPELLE DU MONT DU CH;73370;SAVOIE
LA CHAPELLE DU NOYER;28200;EURE ET LOIR
LA CHAPELLE EN JUGER;50570;MANCHE
LA CHAPELLE EN LAFAYE;42380;LOIRE
LA CHAPELLE EN SERVAL;60520;OISE
LA CHAPELLE EN VERCORS;26420;DROME
LA CHAPELLE EN VEXIN;95420;VAL D'OISE
LA CHAPELLE ENCHERIE;41290;LOIR ET CHER
LA CHAPELLE ENGERBOLD;14770;CALVADOS
LA CHAPELLE ERBREE;35500;ILLE ET VILAINE
LA CHAPELLE FAUCHER;24530;DORDOGNE
LA CHAPELLE FELCOURT;51800;MARNE
LA CHAPELLE FORTIN;28340;EURE ET LOIR
LA CHAPELLE GACELINE;56200;MORBIHAN
LA CHAPELLE GAUDIN;79300;DEUX SEVRES
LA CHAPELLE GAUGAIN;72310;SARTHE
LA CHAPELLE GAUTHIER;77720;SEINE ET MARNE
LA CHAPELLE GAUTHIER;27270;EURE
LA CHAPELLE GENESTE;43160;HAUTE LOIRE
LA CHAPELLE GLAIN;44670;LOIRE ATLANTIQUE
LA CHAPELLE GONAGUET;24350;DORDOGNE
LA CHAPELLE GRESIGNAC;24320;DORDOGNE
LA CHAPELLE HARENG;27230;EURE
LA CHAPELLE HAUTE GRUE;14140;CALVADOS
LA CHAPELLE HEULIN;44330;LOIRE ATLANTIQUE
LA CHAPELLE HUGON;18150;CHER
LA CHAPELLE HULLIN;49860;MAINE ET LOIRE
LA CHAPELLE HUON;72310;SARTHE
LA CHAPELLE IGER;77540;SEINE ET MARNE
LA CHAPELLE JANSON;35133;ILLE ET VILAINE
LA CHAPELLE LA REINE;77760;SEINE ET MARNE
LA CHAPELLE LARGEAU;79700;DEUX SEVRES
LA CHAPELLE LASSON;51260;MARNE
LA CHAPELLE LAUNAY;44260;LOIRE ATLANTIQUE
LA CHAPELLE LES LUXEUIL;70300;HAUTE SAONE
LA CHAPELLE MARCOUSSE;63420;PUY DE DOME
LA CHAPELLE MONTABOURLET;24320;DORDOGNE
LA CHAPELLE MONTBRANDEIX;87440;HAUTE VIENNE
LA CHAPELLE MONTHODON;02330;AISNE
LA CHAPELLE MONTLIGEON;61400;ORNE
LA CHAPELLE MONTLINARD;18140;CHER
LA CHAPELLE MONTMARTIN;41320;LOIR ET CHER
LA CHAPELLE MONTMOREAU;24300;DORDOGNE
LA CHAPELLE MONTREUIL;86470;VIENNE
LA CHAPELLE MOULIERE;86210;VIENNE
LA CHAPELLE MOUTILS;77320;SEINE ET MARNE
LA CHAPELLE NAUDE;71500;SAONE ET LOIRE
LA CHAPELLE NEUVE;22160;COTES D'ARMOR
LA CHAPELLE NEUVE;56500;MORBIHAN
LA CHAPELLE ONZERAIN;45310;LOIRET
LA CHAPELLE ORTHEMALE;36500;INDRE
LA CHAPELLE PALLUAU;85670;VENDEE
LA CHAPELLE PECHAUD;24250;DORDOGNE
LA CHAPELLE PONTANEVAUX;71570;SAONE ET LOIRE
LA CHAPELLE POUILLOUX;79190;DEUX SEVRES
LA CHAPELLE PRES SEES;61500;ORNE
LA CHAPELLE RABLAIS;77370;SEINE ET MARNE
LA CHAPELLE RAINSOUIN;53150;MAYENNE
LA CHAPELLE RAMBAUD;74800;HAUTE SAVOIE
LA CHAPELLE REANVILLE;27950;EURE
LA CHAPELLE ROUSSELIN;49120;MAINE ET LOIRE
LA CHAPELLE SOUEF;61130;ORNE
LA CHAPELLE SOUS BRANCION;71700;SAONE ET LOIRE
LA CHAPELLE SOUS DUN;71800;SAONE ET LOIRE
LA CHAPELLE SOUS ORBAIS;51270;MARNE
LA CHAPELLE SOUS UCHON;71190;SAONE ET LOIRE
LA CHAPELLE ST ANDRE;58210;NIEVRE
LA CHAPELLE ST AUBERT;35140;ILLE ET VILAINE
LA CHAPELLE ST AUBIN;72650;SARTHE
LA CHAPELLE ST ETIENNE;79240;DEUX SEVRES
LA CHAPELLE ST FLORENT;49410;MAINE ET LOIRE
LA CHAPELLE ST FRAY;72240;SARTHE
LA CHAPELLE ST GERAUD;19430;CORREZE
LA CHAPELLE ST JEAN;24390;DORDOGNE
LA CHAPELLE ST LAUD;49140;MAINE ET LOIRE
LA CHAPELLE ST LAURENT;79430;DEUX SEVRES
LA CHAPELLE ST LAURIAN;36150;INDRE
LA CHAPELLE ST LUC;10600;AUBE
LA CHAPELLE ST MARTIAL;23250;CREUSE
LA CHAPELLE ST MARTIN;73170;SAVOIE
LA CHAPELLE ST MARTIN EN;41500;LOIR ET CHER
LA CHAPELLE ST MAURICE;74410;HAUTE SAVOIE
LA CHAPELLE ST MESMIN;45380;LOIRET
LA CHAPELLE ST OUEN;76780;SEINE MARITIME
LA CHAPELLE ST QUILLAIN;70700;HAUTE SAONE
LA CHAPELLE ST REMY;72160;SARTHE
LA CHAPELLE ST SAUVEUR;71310;SAONE ET LOIRE
LA CHAPELLE ST SAUVEUR;44370;LOIRE ATLANTIQUE
LA CHAPELLE ST SEPULCRE;45210;LOIRET
LA CHAPELLE ST SULPICE;77160;SEINE ET MARNE
LA CHAPELLE ST URSIN;18570;CHER
LA CHAPELLE SUR AVEYRON;45230;LOIRET
LA CHAPELLE SUR CHEZY;02570;AISNE
LA CHAPELLE SUR COISE;69590;RHONE
LA CHAPELLE SUR CRECY;77580;SEINE ET MARNE
LA CHAPELLE SUR DUN;76740;SEINE MARITIME
LA CHAPELLE SUR ERDRE;44240;LOIRE ATLANTIQUE
LA CHAPELLE SUR FURIEUSE;39110;JURA
LA CHAPELLE SUR LOIRE;37140;INDRE ET LOIRE
LA CHAPELLE SUR OREUSE;89260;YONNE
LA CHAPELLE SUR OUDON;49500;MAINE ET LOIRE
LA CHAPELLE SUR USSON;63580;PUY DE DOME
LA CHAPELLE TAILLEFERT;23000;CREUSE
LA CHAPELLE THECLE;71470;SAONE ET LOIRE
LA CHAPELLE THEMER;85210;VENDEE
LA CHAPELLE THIREUIL;79160;DEUX SEVRES
LA CHAPELLE THOUARAULT;35590;ILLE ET VILAINE
LA CHAPELLE UREE;50370;MANCHE
LA CHAPELLE VAUPELTEIGNE;89800;YONNE
LA CHAPELLE VENDOMOISE;41330;LOIR ET CHER
LA CHAPELLE VICOMTESSE;41270;LOIR ET CHER
LA CHAPELLE VIEL;61270;ORNE
LA CHAPELLE VILLARS;42410;LOIRE
LA CHAPELLE YVON;14290;CALVADOS
LA CHAPELOTTE;18250;CHER
LA CHAPPELLE HERMIER;85220;VENDEE
LA CHARCE;26470;DROME
LA CHARITE SUR LOIRE;58400;NIEVRE
LA CHARME;39230;JURA
LA CHARMEE;71100;SAONE ET LOIRE
LA CHARRIERE;79360;DEUX SEVRES
LA CHARTRE SUR LE LOIR;72340;SARTHE
LA CHASSAGNE;39230;JURA
LA CHATAIGNERAIE;85120;VENDEE
LA CHATELAINE;39600;JURA
LA CHATRE;36400;INDRE
LA CHATRE LANGLIN;36170;INDRE
LA CHAUDIERE;26340;DROME
LA CHAULME;63660;PUY DE DOME
LA CHAUME;21520;COTE D'OR
LA CHAUMUSSE;39150;JURA
LA CHAUSSADE;23200;CREUSE
LA CHAUSSAIRE;49600;MAINE ET LOIRE
LA CHAUSSEE;76590;SEINE MARITIME
LA CHAUSSEE;86330;VIENNE
LA CHAUSSEE D IVRY;28260;EURE ET LOIR
LA CHAUSSEE ST VICTOR;41260;LOIR ET CHER
LA CHAUSSEE SUR MARNE;51240;MARNE
LA CHAUSSEE TIRANCOURT;80310;SOMME
LA CHAUX;61600;ORNE
LA CHAUX;71310;SAONE ET LOIRE
LA CHAUX;25650;DOUBS
LA CHAUX DU DOMBIEF;39150;JURA
LA CHAUX EN BRESSE;39230;JURA
LA CHAVANE;73800;SAVOIE
LA CHAVATTE;80700;SOMME
LA CHAY;17600;CHARENTE MARITIME
LA CHAZE DE PEYRE;48130;LOZERE
LA CHENALOTTE;25500;DOUBS
LA CHEPPE;51600;MARNE
LA CHEVALERIE;17480;CHARENTE MARITIME
LA CHEVALLERAIS;44810;LOIRE ATLANTIQUE
LA CHEVILLOTTE;25620;DOUBS
LA CHEVRERIE;16240;CHARENTE
LA CHEVROLIERE;44118;LOIRE ATLANTIQUE
LA CHEZE;22210;COTES D'ARMOR
LA CHOMETTE;43230;HAUTE LOIRE
LA CIOTAT;13600;BOUCHES DU RHONE
LA CLAQUETTE;67570;BAS RHIN
LA CLARTE;22700;COTES D'ARMOR
LA CLAYE;85320;VENDEE
LA CLAYETTE;71800;SAONE ET LOIRE
LA CLISSE;17600;CHARENTE MARITIME
LA CLOTTE;17360;CHARENTE MARITIME
LA CLUSAZ;74220;HAUTE SAVOIE
LA CLUSE;05250;HAUTES ALPES
LA CLUSE ET MIJOUX;25300;DOUBS
LA COCHERE;61310;ORNE
LA COLLANCELLE;58800;NIEVRE
LA COLLE SUR LOUP;06480;ALPES MARITIMES
LA COLOMBE;50800;MANCHE
LA COLOMBE;41160;LOIR ET CHER
LA COMBE;69400;RHONE
LA COMBE DE LANCEY;38190;ISERE
LA COMBELLE;63570;PUY DE DOME
LA COMELLE;71990;SAONE ET LOIRE
LA COMPOTE;73630;SAVOIE
LA COMTE;62150;PAS DE CALAIS
LA COMTE;97352;GUYANE
LA CONDAMINE CHATELARD;04530;ALPES DE HAUTE PROVENCE
LA COPECHAGNIERE;85260;VENDEE
LA COQUILLE;24450;DORDOGNE
LA CORBIERE;70300;HAUTE SAONE
LA CORNUAILLE;49440;MAINE ET LOIRE
LA COTE;70200;HAUTE SAONE
LA COTE D AIME;73210;SAVOIE
LA COTE D ARBROZ;74110;HAUTE SAVOIE
LA COTE EN COUZAN;42111;LOIRE
LA COTE ST ANDRE;38260;ISERE
LA COTENTIN PLANGUENOUAL;22400;COTES D'ARMOR
LA COTINIERE;17310;CHARENTE MARITIME
LA COUARDE;79800;DEUX SEVRES
LA COUARDE SUR MER;17670;CHARENTE MARITIME
LA COUCOURDE;26740;DROME
LA COUDRE;79150;DEUX SEVRES
LA COULONCHE;61220;ORNE
LA COUR MARIGNY;45260;LOIRET
LA COURBE;61150;ORNE
LA COURNEUVE;93120;SEINE SAINT DENIS
LA COURONNE;16400;CHARENTE
LA COURTETE;11240;AUDE
LA COURTINE;23100;CREUSE
LA COUTURE;62136;PAS DE CALAIS
LA COUTURE;85320;VENDEE
LA COUTURE BOUSSEY;27750;EURE
LA COUVERTOIRADE;12230;AVEYRON
LA COUYERE;35320;ILLE ET VILAINE
LA CRAU;83260;VAR
LA CRECHE;79260;DEUX SEVRES
LA CRESSE;12640;AVEYRON
LA CRESSONNIERE;14290;CALVADOS
LA CRESSONNIERE;97440;REUNION
LA CREUSE;70240;HAUTE SAONE
LA CRIQUE;76850;SEINE MARITIME
LA CROISILLE;27190;EURE
LA CROISILLE SUR BRIANCE;87130;HAUTE VIENNE
LA CROIX AUX BOIS;08400;ARDENNES
LA CROIX AUX MINES;88520;VOSGES
LA CROIX AVRANCHIN;50240;MANCHE
LA CROIX BLANCHE;47340;LOT ET GARONNE
LA CROIX COMTESSE;17330;CHARENTE MARITIME
LA CROIX DE LA ROCHETTE;73110;SAVOIE
LA CROIX DU PERCHE;28480;EURE ET LOIR
LA CROIX EN BRIE;77370;SEINE ET MARNE
LA CROIX EN CHAMPAGNE;51600;MARNE
LA CROIX EN TOURAINE;37150;INDRE ET LOIRE
LA CROIX HELLEAN;56120;MORBIHAN
LA CROIX ST LEUFROY;27490;EURE
LA CROIX SUR GARTEMPE;87210;HAUTE VIENNE
LA CROIX SUR OURCQ;02210;AISNE
LA CROIX SUR ROUDOULE;06260;ALPES MARITIMES
LA CROIX VALMER;83420;VAR
LA CROIXILLE;53380;MAYENNE
LA CROPTE;53170;MAYENNE
LA CROUPTE;14140;CALVADOS
LA CROUZILLE;63700;PUY DE DOME
LA CULA;42800;LOIRE
LA CURE;39220;JURA
LA DAGUENIERE;49800;MAINE ET LOIRE
LA DEMIE;70000;HAUTE SAONE
LA DESIRADE;97127;GUADELOUPE
LA DESTROUSSE;13112;BOUCHES DU RHONE
LA DIGNE D AMONT;11300;AUDE
LA DIGNE D AVAL;11300;AUDE
LA DOMINELAIS;35390;ILLE ET VILAINE
LA DOREE;53190;MAYENNE
LA DORNAC;24120;DORDOGNE
LA DOUZE;24330;DORDOGNE
LA DOYE;39400;JURA
LA FAGE MONTIVERNOUX;48310;LOZERE
LA FAGE ST JULIEN;48200;LOZERE
LA FAJOLLE;11140;AUDE
LA FALAISE;78410;YVELINES
LA FALOISE;80250;SOMME
LA FARE EN CHAMPSAUR;05500;HAUTES ALPES
LA FARE LES OLIVIERS;13580;BOUCHES DU RHONE
LA FARLEDE;83210;VAR
LA FAURIE;05140;HAUTES ALPES
LA FAUTE SUR MER;85460;VENDEE
LA FAVIERE;39250;JURA
LA FAYE;16700;CHARENTE
LA FECLAZ;73230;SAVOIE
LA FERE;02800;AISNE
LA FEREE;08290;ARDENNES
LA FERMETE;58160;NIEVRE
LA FERRIERE;22210;COTES D'ARMOR
LA FERRIERE;37110;INDRE ET LOIRE
LA FERRIERE;38580;ISERE
LA FERRIERE;85280;VENDEE
LA FERRIERE AIROUX;86160;VIENNE
LA FERRIERE AU DOYEN;14350;CALVADOS
LA FERRIERE AU DOYEN;61380;ORNE
LA FERRIERE AUX ETANGS;61450;ORNE
LA FERRIERE BECHET;61500;ORNE
LA FERRIERE BOCHARD;61420;ORNE
LA FERRIERE DE FLEE;49500;MAINE ET LOIRE
LA FERRIERE DUVAL;14770;CALVADOS
LA FERRIERE EN PARTHENAY;79390;DEUX SEVRES
LA FERRIERE HARANG;14350;CALVADOS
LA FERRIERE SUR RISLE;27760;EURE
LA FERTE;39600;JURA
LA FERTE ALAIS;91590;ESSONNE
LA FERTE BEAUHARNAIS;41210;LOIR ET CHER
LA FERTE BERNARD;72400;SARTHE
LA FERTE CHEVRESIS;02270;AISNE
LA FERTE FRENEL;61550;ORNE
LA FERTE GAUCHER;77320;SEINE ET MARNE
LA FERTE HAUTERIVE;03340;ALLIER
LA FERTE IMBAULT;41300;LOIR ET CHER
LA FERTE LOUPIERE;89110;YONNE
LA FERTE MACE;61600;ORNE
LA FERTE MILON;02460;AISNE
LA FERTE SOUS JOUARRE;77260;SEINE ET MARNE
LA FERTE ST AUBIN;45240;LOIRET
LA FERTE ST CYR;41220;LOIR ET CHER
LA FERTE ST SAMSON;76440;SEINE MARITIME
LA FERTE SUR CHIERS;08370;ARDENNES
LA FERTE VIDAME;28340;EURE ET LOIR
LA FERTE VILLENEUIL;28220;EURE ET LOIR
LA FEUILLADE;19600;CORREZE
LA FEUILLEE;29690;FINISTERE
LA FEUILLIE;50190;MANCHE
LA FEUILLIE;76220;SEINE MARITIME
LA FLACHERE;38530;ISERE
LA FLACHERE;69440;RHONE
LA FLAMENGRIE;02260;AISNE
LA FLAMENGRIE;59570;NORD
LA FLECHE;72200;SARTHE
LA FLOCELLIERE;85700;VENDEE
LA FLOTTE;17630;CHARENTE MARITIME
LA FOA;98880;
LA FOLIE;14710;CALVADOS
LA FOLLETIERE;76190;SEINE MARITIME
LA FOLLETIERE ABENON;14290;CALVADOS
LA FONTAINE ST MARTIN;36260;INDRE
LA FONTAINE ST MARTIN;72330;SARTHE
LA FONTELAYE;76890;SEINE MARITIME
LA FONTENELLE;35560;ILLE ET VILAINE
LA FONTENELLE;41270;LOIR ET CHER
LA FONTONNE;06600;ALPES MARITIMES
LA FORCE;11270;AUDE
LA FORCE;24130;DORDOGNE
LA FORCLAZ;74200;HAUTE SAVOIE
LA FOREST LANDERNEAU;29800;FINISTERE
LA FORESTIERE;51120;MARNE
LA FORET AUVRAY;61210;ORNE
LA FORET DE TESSE;16240;CHARENTE
LA FORET DU PARC;27220;EURE
LA FORET DU TEMPLE;23360;CREUSE
LA FORET FOUESNANT;29940;FINISTERE
LA FORET LE ROI;91410;ESSONNE
LA FORET STE CROIX;91150;ESSONNE
LA FORET SUR SEVRE;79380;DEUX SEVRES
LA FORGE;88530;VOSGES
LA FORGE DE THUNIMONT;88240;VOSGES
LA FORIE;63600;PUY DE DOME
LA FORTERESSE;38590;ISERE
LA FOSSE CORDUAN;10100;AUBE
LA FOSSE DE TIGNE;49540;MAINE ET LOIRE
LA FOUILLADE;12270;AVEYRON
LA FOUILLOUSE;69640;RHONE
LA FOUILLOUSE;42480;LOIRE
LA FOUX D ALLOS;04260;ALPES DE HAUTE PROVENCE
LA FOYE MONJAULT;79360;DEUX SEVRES
LA FRAMBOISIERE;28250;EURE ET LOIR
LA FRANCHEVILLE;08000;ARDENNES
LA FRANQUI;11370;AUDE
LA FRASNEE;39130;JURA
LA FRASSE;74300;HAUTE SAVOIE
LA FREDIERE;17770;CHARENTE MARITIME
LA FREISSINOUSE;05000;HAUTES ALPES
LA FRENAYE;76170;SEINE MARITIME
LA FRESNAIE FAYEL;61230;ORNE
LA FRESNAIS;35111;ILLE ET VILAINE
LA FRESNAYE AU SAUVAGE;61210;ORNE
LA FRESNAYE SUR CHEDOUET;72670;SARTHE
LA FRETTE;38260;ISERE
LA FRETTE;71440;SAONE ET LOIRE
LA GACILLY;56200;MORBIHAN
LA GACONNIERE;17480;CHARENTE MARITIME
LA GAILLARDE;76740;SEINE MARITIME
LA GARDE;04120;ALPES DE HAUTE PROVENCE
LA GARDE;38520;ISERE
LA GARDE;48200;LOZERE
LA GARDE;83130;VAR
LA GARDE ADHEMAR;26700;DROME
LA GARDE FREINET;83680;VAR
LA GARENNE COLOMBES;92250;HAUTS DE SEINE
LA GARNACHE;85710;VENDEE
LA GAUBRETIERE;85130;VENDEE
LA GAUDAINE;28400;EURE ET LOIR
LA GAUDE;06610;ALPES MARITIMES
LA GAVOTTE;13170;BOUCHES DU RHONE
LA GENETE;71290;SAONE ET LOIRE
LA GENETOUZE;17360;CHARENTE MARITIME
LA GENETOUZE;85190;VENDEE
LA GENEVRAIE;61240;ORNE
LA GENEVRAYE;77690;SEINE ET MARNE
LA GENEVROYE;52320;HAUTE MARNE
LA GENEYTOUSE;87400;HAUTE VIENNE
LA GIETTAZ;73590;SAVOIE
LA GIMOND;42140;LOIRE
LA GIRAUDIERE;69690;RHONE
LA GLACERIE;50470;MANCHE
LA GODEFROY;50300;MANCHE
LA GODIVELLE;63850;PUY DE DOME
LA GOHANNIERE;50300;MANCHE
LA GONFRIERE;61550;ORNE
LA GONTERIE BOULOUNEIX;24310;DORDOGNE
LA GORGUE;59253;NORD
LA GOUESNIERE;35350;ILLE ET VILAINE
LA GOULAFRIERE;27390;EURE
LA GOUTELLE;63230;PUY DE DOME
LA GRAND COMBE;30110;GARD
LA GRAND CROIX;42320;LOIRE
LA GRANDE FOSSE;88490;VOSGES
LA GRANDE MONTEE;97438;REUNION
LA GRANDE MOTTE;34280;HERAULT
